Phase,Day,Time,Day_Time,Air_June_A,Air_June_B,Air_July,Air_Average,Soil_June_A,Soil_June_B,Soil_July,Soil_Average
Recover,14,5:47,14.24,23.44,25.42,,24.43,,,,
Recover,14,5:52,14.24,23.39,25.42,,24.4,,,,
Recover,14,5:57,14.25,23.49,25.32,,24.4,,,,
Recover,14,6:02,14.25,23.58,25.32,,24.45,,,,
Recover,14,6:07,14.25,23.53,25.22,,24.38,,,,
Recover,14,6:12,14.26,23.53,25.32,,24.43,,,,
Recover,14,6:17,14.26,23.58,25.32,,24.45,,,,
Recover,14,6:22,14.27,23.53,25.22,,24.38,,,,
Recover,14,6:27,14.27,23.53,25.22,,24.38,,,,
Recover,14,6:32,14.27,23.49,25.32,,24.4,,,,
Recover,14,6:37,14.28,23.53,25.22,,24.38,,,,
Recover,14,6:42,14.28,23.53,25.22,,24.38,,,,
Recover,14,6:47,14.28,23.44,25.13,,24.28,,,,
Recover,14,6:52,14.29,23.49,25.22,,24.35,,,,
Recover,14,6:57,14.29,23.49,25.32,,24.4,,,,
Recover,14,7:02,14.29,23.49,25.22,,24.35,,,,
Recover,14,7:07,14.3,23.44,25.13,,24.28,,,,
Recover,14,7:12,14.3,23.44,25.22,,24.33,,,,
Recover,14,7:17,14.3,23.53,25.22,,24.38,,,,
Recover,14,7:22,14.31,23.49,25.22,,24.35,,,,
Recover,14,7:27,14.31,23.44,25.13,,24.28,,,,
Recover,14,7:32,14.31,23.44,25.13,,24.28,,,,
Recover,14,7:37,14.32,23.44,25.22,,24.33,,,,
Recover,14,7:42,14.32,23.44,25.03,,24.23,,,,
Recover,14,7:47,14.32,23.39,25.03,,24.21,,,,
Recover,14,7:52,14.33,23.44,25.13,,24.28,,,,
Recover,14,7:57,14.33,23.49,25.13,,24.31,,,,
Recover,14,8:02,14.33,23.49,25.13,,24.31,,,,
Recover,14,8:07,14.34,23.44,24.35,,23.89,,,,
Recover,14,8:12,14.34,23.39,23.29,,23.34,,,,
Recover,14,8:17,14.35,23.39,22.43,,22.91,,,,
Recover,14,8:22,14.35,23.44,21.76,,22.6,,,,
Recover,14,8:27,14.35,23.44,21.57,,22.5,,,,
Recover,14,8:32,14.36,23.44,22.24,,22.84,,,,
Recover,14,8:37,14.36,23.39,22.81,,23.1,,,,
Recover,14,8:42,14.36,23.44,22.91,,23.17,,,,
Recover,14,8:47,14.37,23.44,23,,23.22,,,,
Recover,14,8:52,14.37,23.44,23.2,,23.32,,,,
Recover,14,8:57,14.37,23.34,23.29,,23.32,,,,
Recover,14,9:02,14.38,23.34,23.2,,23.27,,,,
Recover,14,9:07,14.38,23.39,23.2,,23.29,,,,
Recover,14,9:12,14.38,23.39,23.29,,23.34,,,,
Recover,14,9:17,14.39,23.44,23.39,,23.41,,,,
Recover,14,9:22,14.39,23.34,23.29,,23.32,,,,
Recover,14,9:27,14.39,23.29,23.2,,23.24,,,,
Recover,14,9:32,14.4,23.29,23.2,,23.24,,,,
Recover,14,9:37,14.4,23.39,23.29,,23.34,,,,
Recover,14,9:42,14.4,23.39,23.29,,23.34,,,,
Recover,14,9:47,14.41,23.39,23.29,,23.34,,,,
Recover,14,9:52,14.41,23.34,23.29,,23.32,,,,
Recover,14,9:57,14.41,23.34,23.39,,23.36,,,,
Recover,14,10:02,14.42,23.34,23.39,,23.36,,,,
Recover,14,10:07,14.42,23.34,23.29,,23.32,,,,
Recover,14,10:12,14.43,23.39,23.2,,23.29,,,,
Recover,14,10:17,14.43,23.44,23.29,,23.36,,,,
Recover,14,10:22,14.43,23.34,23.29,,23.32,,,,
Recover,14,10:27,14.44,23.34,23.29,,23.32,,,,
Recover,14,10:32,14.44,23.29,23.2,,23.24,,,,
Recover,14,10:37,14.44,23.39,23.1,,23.24,,,,
Recover,14,10:42,14.45,23.44,23,,23.22,,,,
Recover,14,10:47,14.45,23.49,22.91,,23.2,,,,
Recover,14,10:52,14.45,23.49,22.81,,23.15,,,,
Recover,14,10:57,14.46,23.44,22.72,,23.08,,,,
Recover,14,11:02,14.46,23.44,22.72,,23.08,,,,
Recover,14,11:07,14.46,23.39,22.62,,23.01,,,,
Recover,14,11:12,14.47,23.39,22.53,,22.96,,,,
Recover,14,11:17,14.47,23.39,22.43,,22.91,,,,
Recover,14,11:22,14.47,23.39,22.43,,22.91,,,,
Recover,14,11:27,14.48,23.15,22.33,,22.74,,,,
Recover,14,11:32,14.48,23.01,22.24,,22.62,,,,
Recover,14,11:37,14.48,22.86,22.24,,22.55,,,,
Recover,14,11:42,14.49,22.81,22.14,,22.48,,,,
Recover,14,11:47,14.49,22.77,22.05,,22.41,,,,
Recover,14,11:52,14.49,22.48,22.05,,22.26,,,,
Recover,14,11:57,14.5,22.33,22.14,,22.24,,,,
Recover,14,12:02,14.5,22.29,22.14,,22.21,,,,
Recover,14,12:07,14.5,22.24,22.14,,22.19,,,,
Recover,14,12:12,14.51,22.24,22.05,,22.14,,,,
Recover,14,12:17,14.51,22.19,22.05,,22.12,,,,
Recover,14,12:22,14.52,22.19,21.95,,22.07,,,,
Recover,14,12:27,14.52,22.19,21.95,,22.07,,,,
Recover,14,12:32,14.52,22.19,21.86,,22.02,,,,
Recover,14,12:37,14.53,22.14,21.86,,22,,,,
Recover,14,12:42,14.53,22.14,21.76,,21.95,,,,
Recover,14,12:47,14.53,22.19,21.86,,22.02,,,,
Recover,14,12:52,14.54,22.19,21.95,,22.07,,,,
Recover,14,12:57,14.54,22.19,21.95,,22.07,,,,
Recover,14,13:02,14.54,22.19,21.95,,22.07,,,,
Recover,14,13:07,14.55,22.24,21.95,,22.09,,,,
Recover,14,13:12,14.55,22.29,21.95,,22.12,,,,
Recover,14,13:17,14.55,22.48,21.66,,22.07,,,,
Recover,14,13:22,14.56,22.67,20.81,,21.74,,,,
Recover,14,13:27,14.56,22.81,20.23,,21.52,,,,
Recover,14,13:32,14.56,22.96,19.85,,21.4,,,,
Recover,14,13:37,14.57,23.05,19.66,,21.36,,,,
Recover,14,13:42,14.57,23.1,19.38,,21.24,,,,
Recover,14,13:47,14.57,23.2,19.09,,21.14,,,,
Recover,14,13:52,14.58,23.2,19,,21.1,,,,
Recover,14,13:57,14.58,23.24,18.9,,21.07,,,,
Recover,14,14:02,14.58,23.2,18.71,,20.95,,,,
Recover,14,14:07,14.59,22.72,18.62,,20.67,,,,
Recover,14,14:12,14.59,21.81,18.62,,20.21,,,,
Recover,14,14:17,14.6,21.09,18.52,,19.81,,,,
Recover,14,14:22,14.6,20.47,18.33,,19.4,,,,
Recover,14,14:27,14.6,20.04,18.33,,19.19,,,,
Recover,14,14:32,14.61,19.66,18.52,,19.09,,,,
Recover,14,14:37,14.61,19.52,18.33,,18.93,,,,
Recover,14,14:42,14.61,19.42,18.05,,18.73,,,,
Recover,14,14:47,14.62,19.38,18.05,,18.71,,,,
Recover,14,14:52,14.62,19.38,18.05,,18.71,,,,
Recover,14,14:57,14.62,19.38,17.95,,18.66,,,,
Recover,14,15:02,14.63,19.38,17.86,,18.62,,,,
Recover,14,15:07,14.63,19.38,17.95,,18.66,,,,
Recover,14,15:12,14.63,19.42,17.86,,18.64,,,,
Recover,14,15:17,14.64,19.33,17.67,,18.5,,,,
Recover,14,15:22,14.64,19.09,17.86,,18.47,,,,
Recover,14,15:27,14.64,18.95,17.95,,18.45,,,,
Recover,14,15:32,14.65,18.95,17.86,,18.4,,,,
Recover,14,15:37,14.65,19,17.67,,18.33,,,,
Recover,14,15:42,14.65,19.09,17.76,,18.43,,,,
Recover,14,15:47,14.66,19.14,17.95,,18.54,,,,
Recover,14,15:52,14.66,19.04,17.95,,18.5,,,,
Recover,14,15:57,14.66,18.76,17.76,,18.26,,,,
Recover,14,16:02,14.67,18.66,17.67,,18.16,,,,
Recover,14,16:07,14.67,18.66,17.76,,18.21,,,,
Recover,14,16:12,14.68,18.76,17.86,,18.31,,,,
Recover,14,16:17,14.68,18.81,17.95,,18.38,,,,
Recover,14,16:22,14.68,18.9,18.05,,18.47,,,,
Recover,14,16:27,14.69,18.95,18.05,,18.5,,,,
Recover,14,16:32,14.69,19,18.05,,18.52,,,,
Recover,14,16:37,14.69,19,18.05,,18.52,,,,
Recover,14,16:42,14.7,19,18.05,,18.52,,,,
Recover,14,16:47,14.7,19.09,18.24,,18.66,,,,
Recover,14,16:52,14.7,19.04,18.24,,18.64,,,,
Recover,14,16:57,14.71,19.09,18.24,,18.66,,,,
Recover,14,17:02,14.71,19.04,18.33,,18.69,,,,
Recover,14,17:07,14.71,19.04,18.43,,18.74,,,,
Recover,14,17:12,14.72,19,18.33,,18.66,,,,
